Node ID,Successfully Sent Packets,Successfully Sent Bytes,Successfully Sent Data-Packets,Successfully Sent Data-Bytes,Successfully Sent Control-Packets,Successfully Sent Control-Bytes,Dropped Sent Packets,Dropped Sent Bytes,Dropped Sent Data-Packets,Dropped Sent Data-Bytes,Dropped Sent Control-Packets,Dropped Sent Control-Bytes,Successfully Received Packets,Successfully Received Bytes,Successfully Received Data-Packets,Successfully Received Data-Bytes,Successfully Received Control-Packets,Successfully Received Control-Bytes,Dropped Received Packets,Dropped Received Bytes,Dropped Received Data-Packets,Dropped Received Data-Bytes,Dropped Received Control-Packets,Dropped Received Control-Bytes,Double Sent Packets,Double Sent Bytes,Double Sent Data-Packets,Double Sent Data-Bytes,Double Sent Control-Packets,Double Sent Control-Bytes,Double Received Packets,Double Received Bytes,Double Received Data-Packets,Double Received Data-Bytes,Double Received Control-Packets,Double Received Control-Bytes,Different Received Data Packets,Min Transmission Delay [ms],Max Transmission Delay [ms],Median Transmission Delay [ms],Variance Transmission Delay [ms],Tx Off [ms],Tx On [ms],Tx Busy [ms],Rx Off [ms],Rx On [ms],Rx Busy [ms],Idle [ms],TxRx Off [ms],Busy [ms]
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
19,1,90,1,90,0,0,0,0,0,0,0,0,8,720,8,720,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,7,630,7,630,0,0,1,43,95,71,246.359,59996,3,3,59586,413,24,0,59583,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
21,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,57,95,77,164.56,59996,3,3,59586,413,15,0,59583,0
22,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,19,1710,19,1710,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,3,28,11,85.04,59996,3,3,59586,413,15,0,59583,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
25,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,19,1710,19,1710,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,3,28,16,70.64,59996,3,3,59586,413,15,0,59583,0
26,1,90,1,90,0,0,0,0,0,0,0,0,7,630,7,630,0,0,20,1800,20,1800,0,0,1,90,1,90,0,0,6,540,6,540,0,0,1,3,55,20,297.061,59996,3,3,59586,413,21,0,59583,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
28,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,180,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,1,90,1,90,0,0,1,39,55,47,64,60000,0,0,59583,416,6,0,59583,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
33,1,90,1,90,0,0,0,0,0,0,0,0,4,360,4,360,0,0,21,1890,21,1890,0,0,1,90,1,90,0,0,3,270,3,270,0,0,1,74,95,79,64.5,59996,3,3,59586,413,12,0,59583,0
34,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,86,86,0,60000,0,0,59583,416,3,0,59583,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
37,0,0,0,0,0,0,0,0,0,0,0,0,3,270,3,270,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,2,180,2,180,0,0,1,16,28,20,24.8889,60000,0,0,59583,416,9,0,59583,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
39,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,20,1800,20,1800,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,39,82,55,253.84,59996,3,3,59586,413,15,0,59583,0
40,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,86,86,0,60000,0,0,59583,416,3,0,59583,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
44,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,16,0,60000,0,0,59583,416,3,0,59583,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
50,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,180,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,1,90,1,90,0,0,1,86,95,90,20.25,60000,0,0,59583,416,6,0,59583,0
51,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,180,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,1,90,1,90,0,0,1,74,86,80,36,60000,0,0,59583,416,6,0,59583,0
52,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,180,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,1,90,1,90,0,0,1,51,68,59,72.25,60000,0,0,59583,416,6,0,59583,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
55,1,90,1,90,0,0,0,0,0,0,0,0,7,630,7,630,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,6,540,6,540,0,0,1,57,86,74,92.2449,59996,3,3,59586,413,21,0,59583,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
59,0,0,0,0,0,0,0,0,0,0,0,0,3,270,3,270,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,2,180,2,180,0,0,1,74,95,86,74,60000,0,0,59583,416,9,0,59583,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
65,1,90,1,90,0,0,0,0,0,0,0,0,3,270,3,270,0,0,19,1710,19,1710,0,0,1,90,1,90,0,0,2,180,2,180,0,0,1,39,55,51,46.2222,59996,3,3,59586,413,9,0,59583,0
66,1,90,1,90,0,0,0,0,0,0,0,0,6,540,6,540,0,0,17,1530,17,1530,0,0,1,90,1,90,0,0,5,450,5,450,0,0,1,57,95,79,151.583,59996,3,3,59586,413,18,0,59583,0
67,1,90,1,90,0,0,0,0,0,0,0,0,6,540,6,540,0,0,20,1800,20,1800,0,0,1,90,1,90,0,0,5,450,5,450,0,0,1,3,55,17,352.139,59996,3,3,59586,413,18,0,59583,0
68,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,3,28,16,91.76,59996,3,3,59586,413,15,0,59583,0
69,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,20,0,60000,0,0,59583,416,3,0,59583,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
74,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,3,28,11,85.04,59996,3,3,59586,413,15,0,59583,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
78,1,90,1,90,0,0,0,0,0,0,0,0,6,540,6,540,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,5,450,5,450,0,0,1,12,51,35,167.472,59996,3,3,59586,413,18,0,59583,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
81,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,63,63,0,60000,0,0,59583,416,3,0,59583,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
83,1,90,1,90,0,0,0,0,0,0,0,0,5,450,5,450,0,0,18,1620,18,1620,0,0,1,90,1,90,0,0,4,360,4,360,0,0,1,3,20,11,38.96,59996,3,3,59586,413,15,0,59583,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
87,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,51,51,0,60000,0,0,59583,416,3,0,59583,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
89,1,90,1,90,0,0,0,0,0,0,0,0,6,540,6,540,0,0,17,1530,17,1530,0,0,1,90,1,90,0,0,5,450,5,450,0,0,1,43,82,60,188.806,59996,3,3,59586,413,18,0,59583,0
90,1,90,1,90,0,0,0,0,0,0,0,0,7,630,7,630,0,0,20,1800,20,1800,0,0,1,90,1,90,0,0,6,540,6,540,0,0,1,3,55,16,312.245,59996,3,3,59586,413,21,0,59583,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
95,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,90,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,95,95,0,60000,0,0,59583,416,3,0,59583,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,60000,0,0,59583,416,0,0,59583,0
98,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,180,0,0,23,2070,23,2070,0,0,0,0,0,0,0,0,1,90,1,90,0,0,1,11,23,17,36,60000,0,0,59583,416,6,0,59583,0
99,1,90,1,90,0,0,0,0,0,0,0,0,6,540,6,540,0,0,19,1710,19,1710,0,0,1,90,1,90,0,0,5,450,5,450,0,0,1,12,55,37,234.139,59996,3,3,59586,413,18,0,59583,0
