ID,x,y,z,Sender,Receiver,Interference Sender,Interference Receiver
86,8600,0,0,,,,
87,8700,0,0,,,,
88,8800,0,0,,,,
89,8900,0,0,,,,
90,9000,0,0,,,,
91,9100,0,0,,,,
92,9200,0,0,,,,
93,9300,0,0,,,,
94,9400,0,0,,,,
95,9500,0,0,,,,
96,9600,0,0,,,,
97,9700,0,0,,,,
98,9800,0,0,,,,
99,9900,0,0,,,,
100,0,100,0,,,,
101,100,100,0,,,,
102,200,100,0,,,,
103,300,100,0,,,,
104,400,100,0,,,,
105,500,100,0,,,,
106,600,100,0,,,,
107,700,100,0,,,,
108,800,100,0,,,,
109,900,100,0,,,,
110,1000,100,0,,,,
111,1100,100,0,,,,
112,1200,100,0,,,,
113,1300,100,0,,,,
114,1400,100,0,,,,
115,1500,100,0,,,,
116,1600,100,0,,,,
117,1700,100,0,,,,
118,1800,100,0,,,,
119,1900,100,0,,,,
120,2000,100,0,,,,
121,2100,100,0,,,,
122,2200,100,0,,,,
123,2300,100,0,,,,
124,2400,100,0,,,,
125,2500,100,0,,,,
126,2600,100,0,,,,
127,2700,100,0,,,,
128,2800,100,0,,,,
129,2900,100,0,,,,
130,3000,100,0,,,,
131,3100,100,0,,,,
132,3200,100,0,,,,
133,3300,100,0,,,,
134,3400,100,0,,,,
135,3500,100,0,,,,
136,3600,100,0,,,,
137,3700,100,0,,,,
138,3800,100,0,,,,
139,3900,100,0,,,,
140,4000,100,0,,,,
141,4100,100,0,,,,
142,4200,100,0,,,,
143,4300,100,0,,,,
144,4400,100,0,,,,
145,4500,100,0,,,,
146,4600,100,0,,,,
147,4700,100,0,,,,
148,4800,100,0,,,,
149,4900,100,0,,,,
150,5000,100,0,,,,
151,5100,100,0,,,,
152,5200,100,0,,,,
153,5300,100,0,,,,
154,5400,100,0,,,,
155,5500,100,0,,,,
156,5600,100,0,,,,
157,5700,100,0,,,,
158,5800,100,0,,,,
159,5900,100,0,,,,
160,6000,100,0,,,,
161,6100,100,0,,,,
162,6200,100,0,,,,
163,6300,100,0,,,,
164,6400,100,0,,,,
165,6500,100,0,,,,
166,6600,100,0,,,,
167,6700,100,0,,,,
168,6800,100,0,,,,
169,6900,100,0,,,,
170,7000,100,0,,,,
171,7100,100,0,,,,
172,7200,100,0,,,,
173,7300,100,0,,,,
174,7400,100,0,,,,
175,7500,100,0,,,,
176,7600,100,0,,,,
177,7700,100,0,,,,
178,7800,100,0,,,,
179,7900,100,0,,,,
180,8000,100,0,,,,
181,8100,100,0,,,,
182,8200,100,0,,,,
183,8300,100,0,,,,
184,8400,100,0,,,,
185,8500,100,0,,,,
186,8600,100,0,,,,
187,8700,100,0,,,,
188,8800,100,0,,,,
189,8900,100,0,,,,
190,9000,100,0,,,,
191,9100,100,0,,,,
192,9200,100,0,,,,
193,9300,100,0,,,,
194,9400,100,0,,,,
195,9500,100,0,,,,
196,9600,100,0,,,,
197,9700,100,0,,,,
198,9800,100,0,,,,
199,9900,100,0,,,,
200,0,200,0,,,,
201,100,200,0,,,,
202,200,200,0,,,,
203,300,200,0,,,,
204,400,200,0,,,,
205,500,200,0,,,,
206,600,200,0,,,,
207,700,200,0,,,,
208,800,200,0,,,,
209,900,200,0,,,,
210,1000,200,0,,,,
211,1100,200,0,,,,
212,1200,200,0,,,,
213,1300,200,0,,,,
214,1400,200,0,,,,
215,1500,200,0,,,,
216,1600,200,0,,,,
217,1700,200,0,,,,
218,1800,200,0,,,,
219,1900,200,0,,,,
220,2000,200,0,,,,
221,2100,200,0,,,,
222,2200,200,0,,,,
223,2300,200,0,,,,
224,2400,200,0,,,,
225,2500,200,0,,,,
226,2600,200,0,,,,
227,2700,200,0,,,,
228,2800,200,0,,,,
229,2900,200,0,,,,
230,3000,200,0,,,,
231,3100,200,0,,,,
232,3200,200,0,,,,
233,3300,200,0,,,,
234,3400,200,0,,,,
235,3500,200,0,,,,
236,3600,200,0,,,,
237,3700,200,0,,,,
238,3800,200,0,,,,
239,3900,200,0,,,,
240,4000,200,0,,,,
241,4100,200,0,,,,
242,4200,200,0,,,,
243,4300,200,0,,,,
244,4400,200,0,,,,
245,4500,200,0,,,,
246,4600,200,0,,,,
247,4700,200,0,,,,
248,4800,200,0,,,,
249,4900,200,0,,,,
250,5000,200,0,,,,
251,5100,200,0,,,,
252,5200,200,0,,,,
253,5300,200,0,,,,
254,5400,200,0,,,,
255,5500,200,0,,,,
256,5600,200,0,,,,
257,5700,200,0,,,,
258,5800,200,0,,,,
259,5900,200,0,,,,
260,6000,200,0,,,,
261,6100,200,0,,,,
262,6200,200,0,,,,
263,6300,200,0,,,,
264,6400,200,0,,,,
265,6500,200,0,,,,
266,6600,200,0,,,,
267,6700,200,0,,,,
268,6800,200,0,,,,
269,6900,200,0,,,,
270,7000,200,0,,,,
271,7100,200,0,,,,
272,7200,200,0,,,,
273,7300,200,0,,,,
274,7400,200,0,,,,
275,7500,200,0,,,,
276,7600,200,0,,,,
277,7700,200,0,,,,
278,7800,200,0,,,,
279,7900,200,0,,,,
280,8000,200,0,,,,
281,8100,200,0,,,,
282,8200,200,0,,,,
283,8300,200,0,,,,
284,8400,200,0,,,,
285,8500,200,0,,,,
286,8600,200,0,,,,
287,8700,200,0,,,,
288,8800,200,0,,,,
289,8900,200,0,,,,
290,9000,200,0,,,,
291,9100,200,0,,,,
292,9200,200,0,,,,
293,9300,200,0,,,,
294,9400,200,0,,,,
295,9500,200,0,,,,
296,9600,200,0,,,,
297,9700,200,0,,,,
298,9800,200,0,,,,
299,9900,200,0,,,,
300,0,300,0,,,,
301,100,300,0,,,,
302,200,300,0,,,,
303,300,300,0,,,,
304,400,300,0,,,,
305,500,300,0,,,,
306,600,300,0,,,,
307,700,300,0,,,,
308,800,300,0,,,,
309,900,300,0,,,,
310,1000,300,0,,,,
311,1100,300,0,,,,
312,1200,300,0,,,,
313,1300,300,0,,,,
314,1400,300,0,,,,
315,1500,300,0,,,,
316,1600,300,0,,,,
317,1700,300,0,,,,
318,1800,300,0,,,,
319,1900,300,0,,,,
320,2000,300,0,,,,
321,2100,300,0,,,,
322,2200,300,0,,,,
323,2300,300,0,,,,
324,2400,300,0,,,,
325,2500,300,0,,,,
326,2600,300,0,,,,
327,2700,300,0,,,,
328,2800,300,0,,,,
329,2900,300,0,,,,
330,3000,300,0,,,,
331,3100,300,0,,,,
332,3200,300,0,,,,
333,3300,300,0,,,,
334,3400,300,0,,,,
335,3500,300,0,,,,
336,3600,300,0,,,,
337,3700,300,0,,,,
338,3800,300,0,,,,
339,3900,300,0,,,,
340,4000,300,0,,,,
341,4100,300,0,,,,
342,4200,300,0,,,,
343,4300,300,0,,,,
344,4400,300,0,,,,
345,4500,300,0,,,,
346,4600,300,0,,,,
347,4700,300,0,,,,
348,4800,300,0,,,,
349,4900,300,0,,,,
350,5000,300,0,,,,
351,5100,300,0,,,,
352,5200,300,0,,,,
353,5300,300,0,,,,
354,5400,300,0,,,,
355,5500,300,0,,,,
356,5600,300,0,,,,
357,5700,300,0,,,,
358,5800,300,0,,,,
359,5900,300,0,,,,
360,6000,300,0,,,,
361,6100,300,0,,,,
362,6200,300,0,,,,
363,6300,300,0,,,,
364,6400,300,0,,,,
365,6500,300,0,,,,
366,6600,300,0,,,,
367,6700,300,0,,,,
368,6800,300,0,,,,
369,6900,300,0,,,,
370,7000,300,0,,,,
371,7100,300,0,,,,
372,7200,300,0,,,,
373,7300,300,0,,,,
374,7400,300,0,,,,
375,7500,300,0,,,,
376,7600,300,0,,,,
377,7700,300,0,,,,
378,7800,300,0,,,,
379,7900,300,0,,,,
380,8000,300,0,,,,
381,8100,300,0,,,,
382,8200,300,0,,,,
383,8300,300,0,,,,
384,8400,300,0,,,,
385,8500,300,0,,,,
386,8600,300,0,,,,
387,8700,300,0,,,,
388,8800,300,0,,,,
389,8900,300,0,,,,
390,9000,300,0,,,,
391,9100,300,0,,,,
392,9200,300,0,,,,
393,9300,300,0,,,,
394,9400,300,0,,,,
395,9500,300,0,,,,
396,9600,300,0,,,,
397,9700,300,0,,,,
398,9800,300,0,,,,
399,9900,300,0,,,,
400,0,400,0,,,,
401,100,400,0,,,,
402,200,400,0,,,,
403,300,400,0,,,,
404,400,400,0,,,,
405,500,400,0,,,,
406,600,400,0,,,,
407,700,400,0,,,,
408,800,400,0,,,,
409,900,400,0,,,,
410,1000,400,0,,,,
411,1100,400,0,,,,
412,1200,400,0,,,,
413,1300,400,0,,,,
414,1400,400,0,,,,
415,1500,400,0,,,,
416,1600,400,0,,,,
417,1700,400,0,,,,
418,1800,400,0,,,,
419,1900,400,0,,,,
420,2000,400,0,,,,
421,2100,400,0,,,,
422,2200,400,0,,,,
423,2300,400,0,,,,
424,2400,400,0,,,,
425,2500,400,0,,,,
426,2600,400,0,,,,
427,2700,400,0,,,,
428,2800,400,0,,,,
429,2900,400,0,,,,
430,3000,400,0,,,,
431,3100,400,0,,,,
432,3200,400,0,,,,
433,3300,400,0,,,,
434,3400,400,0,,,,
435,3500,400,0,,,,
436,3600,400,0,,,,
437,3700,400,0,,,,
438,3800,400,0,,,,
439,3900,400,0,,,,
440,4000,400,0,,,,
441,4100,400,0,,,,
442,4200,400,0,,,,
443,4300,400,0,,,,
444,4400,400,0,,,,
445,4500,400,0,,,,
446,4600,400,0,,,,
447,4700,400,0,,,,
448,4800,400,0,,,,
449,4900,400,0,,,,
450,5000,400,0,,,,
451,5100,400,0,,,,
452,5200,400,0,,,,
453,5300,400,0,,,,
454,5400,400,0,,,,
455,5500,400,0,,,,
456,5600,400,0,,,,
457,5700,400,0,,,,
458,5800,400,0,,,,
459,5900,400,0,,,,
460,6000,400,0,,,,
461,6100,400,0,,,,
462,6200,400,0,,,,
463,6300,400,0,,,,
464,6400,400,0,,,,
465,6500,400,0,,,,
466,6600,400,0,,,,
467,6700,400,0,,,,
468,6800,400,0,,,,
469,6900,400,0,,,,
470,7000,400,0,,,,
471,7100,400,0,,,,
472,7200,400,0,,,,
473,7300,400,0,,,,
474,7400,400,0,,,,
475,7500,400,0,,,,
476,7600,400,0,,,,
477,7700,400,0,,,,
478,7800,400,0,,,,
479,7900,400,0,,,,
480,8000,400,0,,,,
481,8100,400,0,,,,
482,8200,400,0,,,,
483,8300,400,0,,,,
484,8400,400,0,,,,
485,8500,400,0,,,,
486,8600,400,0,,,,
487,8700,400,0,,,,
488,8800,400,0,,,,
489,8900,400,0,,,,
490,9000,400,0,,,,
491,9100,400,0,,,,
492,9200,400,0,,,,
493,9300,400,0,,,,
494,9400,400,0,,,,
495,9500,400,0,,,,
496,9600,400,0,,,,
497,9700,400,0,,,,
498,9800,400,0,,,,
499,9900,400,0,,,,
500,0,500,0,,,,
501,100,500,0,,,,
502,200,500,0,,,,
503,300,500,0,,,,
504,400,500,0,,,,
505,500,500,0,,,,
506,600,500,0,,,,
507,700,500,0,,,,
508,800,500,0,,,,
509,900,500,0,,,,
510,1000,500,0,,,,
511,1100,500,0,,,,
512,1200,500,0,,,,
513,1300,500,0,,,,
514,1400,500,0,,,,
515,1500,500,0,,,,
516,1600,500,0,,,,
517,1700,500,0,,,,
518,1800,500,0,,,,
519,1900,500,0,,,,
520,2000,500,0,,,,
521,2100,500,0,,,,
522,2200,500,0,,,,
523,2300,500,0,,,,
524,2400,500,0,,,,
525,2500,500,0,,,,
526,2600,500,0,,,,
527,2700,500,0,,,,
528,2800,500,0,,,,
529,2900,500,0,,,,
530,3000,500,0,,,,
531,3100,500,0,,,,
532,3200,500,0,,,,
533,3300,500,0,,,,
534,3400,500,0,,,,
535,3500,500,0,,,,
536,3600,500,0,,,,
537,3700,500,0,,,,
538,3800,500,0,,,,
539,3900,500,0,,,,
540,4000,500,0,,,,
541,4100,500,0,,,,
542,4200,500,0,,,,
543,4300,500,0,,,,
544,4400,500,0,,,,
545,4500,500,0,,,,
546,4600,500,0,,,,
547,4700,500,0,,,,
548,4800,500,0,,,,
549,4900,500,0,,,,
550,5000,500,0,,,,
551,5100,500,0,,,,
552,5200,500,0,,,,
553,5300,500,0,,,,
554,5400,500,0,,,,
555,5500,500,0,,,,
556,5600,500,0,,,,
557,5700,500,0,,,,
558,5800,500,0,,,,
559,5900,500,0,,,,
560,6000,500,0,,,,
561,6100,500,0,,,,
562,6200,500,0,,,,
563,6300,500,0,,,,
564,6400,500,0,,,,
565,6500,500,0,,,,
566,6600,500,0,,,,
567,6700,500,0,,,,
568,6800,500,0,,,,
569,6900,500,0,,,,
570,7000,500,0,,,,
571,7100,500,0,,,,
572,7200,500,0,,,,
573,7300,500,0,,,,
574,7400,500,0,,,,
575,7500,500,0,,,,
576,7600,500,0,,,,
577,7700,500,0,,,,
578,7800,500,0,,,,
579,7900,500,0,,,,
580,8000,500,0,,,,
581,8100,500,0,,,,
582,8200,500,0,,,,
583,8300,500,0,,,,
584,8400,500,0,,,,
585,8500,500,0,,,,
586,8600,500,0,,,,
587,8700,500,0,,,,
588,8800,500,0,,,,
589,8900,500,0,,,,
590,9000,500,0,,,,
591,9100,500,0,,,,
592,9200,500,0,,,,
593,9300,500,0,,,,
594,9400,500,0,,,,
595,9500,500,0,,,,
596,9600,500,0,,,,
597,9700,500,0,,,,
598,9800,500,0,,,,
599,9900,500,0,,,,
600,0,600,0,,,,
601,100,600,0,,,,
602,200,600,0,,,,
603,300,600,0,,,,
604,400,600,0,,,,
605,500,600,0,,,,
606,600,600,0,,,,
607,700,600,0,,,,
608,800,600,0,,,,
609,900,600,0,,,,
610,1000,600,0,,,,
611,1100,600,0,,,,
612,1200,600,0,,,,
613,1300,600,0,,,,
614,1400,600,0,,,,
615,1500,600,0,,,,
616,1600,600,0,,,,
617,1700,600,0,,,,
618,1800,600,0,,,,
619,1900,600,0,,,,
620,2000,600,0,,,,
621,2100,600,0,,,,
622,2200,600,0,,,,
623,2300,600,0,,,,
624,2400,600,0,,,,
625,2500,600,0,,,,
626,2600,600,0,,,,
627,2700,600,0,,,,
628,2800,600,0,,,,
629,2900,600,0,,,,
630,3000,600,0,,,,
631,3100,600,0,,,,
632,3200,600,0,,,,
633,3300,600,0,,,,
634,3400,600,0,,,,
635,3500,600,0,,,,
636,3600,600,0,,,,
637,3700,600,0,,,,
638,3800,600,0,,,,
639,3900,600,0,,,,
640,4000,600,0,,,,
641,4100,600,0,,,,
642,4200,600,0,,,,
643,4300,600,0,,,,
644,4400,600,0,,,,
645,4500,600,0,,,,
646,4600,600,0,,,,
647,4700,600,0,,,,
648,4800,600,0,,,,
649,4900,600,0,,,,
650,5000,600,0,,,,
651,5100,600,0,,,,
652,5200,600,0,,,,
653,5300,600,0,,,,
654,5400,600,0,,,,
655,5500,600,0,,,,
656,5600,600,0,,,,
657,5700,600,0,,,,
658,5800,600,0,,,,
659,5900,600,0,,,,
660,6000,600,0,,,,
661,6100,600,0,,,,
662,6200,600,0,,,,
663,6300,600,0,,,,
664,6400,600,0,,,,
665,6500,600,0,,,,
666,6600,600,0,,,,
667,6700,600,0,,,,
668,6800,600,0,,,,
669,6900,600,0,,,,
670,7000,600,0,,,,
671,7100,600,0,,,,
672,7200,600,0,,,,
673,7300,600,0,,,,
674,7400,600,0,,,,
675,7500,600,0,,,,
676,7600,600,0,,,,
677,7700,600,0,,,,
678,7800,600,0,,,,
679,7900,600,0,,,,
680,8000,600,0,,,,
681,8100,600,0,,,,
682,8200,600,0,,,,
683,8300,600,0,,,,
684,8400,600,0,,,,
685,8500,600,0,,,,
686,8600,600,0,,,,
687,8700,600,0,,,,
688,8800,600,0,,,,
689,8900,600,0,,,,
690,9000,600,0,,,,
691,9100,600,0,,,,
692,9200,600,0,,,,
693,9300,600,0,,,,
694,9400,600,0,,,,
695,9500,600,0,,,,
696,9600,600,0,,,,
697,9700,600,0,,,,
698,9800,600,0,,,,
699,9900,600,0,,,,
700,0,700,0,,,,
701,100,700,0,,,,
702,200,700,0,,,,
703,300,700,0,,,,
704,400,700,0,,,,
705,500,700,0,,,,
706,600,700,0,,,,
707,700,700,0,,,,
708,800,700,0,,,,
709,900,700,0,,,,
710,1000,700,0,,,,
711,1100,700,0,,,,
712,1200,700,0,,,,
713,1300,700,0,,,,
714,1400,700,0,,,,
715,1500,700,0,,,,
716,1600,700,0,,,,
717,1700,700,0,,,,
718,1800,700,0,,,,
719,1900,700,0,,,,
720,2000,700,0,,,,
721,2100,700,0,,,,
722,2200,700,0,,,,
723,2300,700,0,,,,
724,2400,700,0,,,,
725,2500,700,0,,,,
726,2600,700,0,,,,
727,2700,700,0,,,,
728,2800,700,0,,,,
729,2900,700,0,,,,
730,3000,700,0,,,,
731,3100,700,0,,,,
732,3200,700,0,,,,
733,3300,700,0,,,,
734,3400,700,0,,,,
735,3500,700,0,,,,
736,3600,700,0,,,,
737,3700,700,0,,,,
738,3800,700,0,,,,
739,3900,700,0,,,,
740,4000,700,0,,,,
741,4100,700,0,,,,
742,4200,700,0,,,,
743,4300,700,0,,,,
744,4400,700,0,,,,
745,4500,700,0,,,,
746,4600,700,0,,,,
747,4700,700,0,,,,
748,4800,700,0,,,,
749,4900,700,0,,,,
750,5000,700,0,,,,
751,5100,700,0,,,,
752,5200,700,0,,,,
753,5300,700,0,,,,
754,5400,700,0,,,,
755,5500,700,0,,,,
756,5600,700,0,,,,
757,5700,700,0,,,,
758,5800,700,0,,,,
759,5900,700,0,,,,
760,6000,700,0,,,,
761,6100,700,0,,,,
762,6200,700,0,,,,
763,6300,700,0,,,,
764,6400,700,0,,,,
765,6500,700,0,,,,
766,6600,700,0,,,,
767,6700,700,0,,,,
768,6800,700,0,,,,
769,6900,700,0,,,,
770,7000,700,0,,,,
771,7100,700,0,,,,
772,7200,700,0,,,,
773,7300,700,0,,,,
774,7400,700,0,,,,
775,7500,700,0,,,,
776,7600,700,0,,,,
777,7700,700,0,,,,
778,7800,700,0,,,,
779,7900,700,0,,,,
780,8000,700,0,,,,
781,8100,700,0,,,,
782,8200,700,0,,,,
783,8300,700,0,,,,
784,8400,700,0,,,,
785,8500,700,0,,,,
786,8600,700,0,,,,
787,8700,700,0,,,,
788,8800,700,0,,,,
789,8900,700,0,,,,
790,9000,700,0,,,,
791,9100,700,0,,,,
792,9200,700,0,,,,
793,9300,700,0,,,,
794,9400,700,0,,,,
795,9500,700,0,,,,
796,9600,700,0,,,,
797,9700,700,0,,,,
798,9800,700,0,,,,
799,9900,700,0,,,,
800,0,800,0,,,,
801,100,800,0,,,,
802,200,800,0,,,,
803,300,800,0,,,,
804,400,800,0,,,,
805,500,800,0,,,,
806,600,800,0,,,,
807,700,800,0,,,,
808,800,800,0,,,,
809,900,800,0,,,,
810,1000,800,0,,,,
811,1100,800,0,,,,
812,1200,800,0,,,,
813,1300,800,0,,,,
814,1400,800,0,,,,
815,1500,800,0,,,,
816,1600,800,0,,,,
817,1700,800,0,,,,
818,1800,800,0,,,,
819,1900,800,0,,,,
820,2000,800,0,,,,
821,2100,800,0,,,,
822,2200,800,0,,,,
823,2300,800,0,,,,
824,2400,800,0,,,,
825,2500,800,0,,,,
826,2600,800,0,,,,
827,2700,800,0,,,,
828,2800,800,0,,,,
829,2900,800,0,,,,
830,3000,800,0,,,,
831,3100,800,0,,,,
832,3200,800,0,,,,
833,3300,800,0,,,,
834,3400,800,0,,,,
835,3500,800,0,,,,
836,3600,800,0,,,,
837,3700,800,0,,,,
838,3800,800,0,,,,
839,3900,800,0,,,,
840,4000,800,0,,,,
841,4100,800,0,,,,
842,4200,800,0,,,,
843,4300,800,0,,,,
844,4400,800,0,,,,
845,4500,800,0,,,,
846,4600,800,0,,,,
847,4700,800,0,,,,
848,4800,800,0,,,,
849,4900,800,0,,,,
850,5000,800,0,,,,
851,5100,800,0,,,,
852,5200,800,0,,,,
853,5300,800,0,,,,
854,5400,800,0,,,,
855,5500,800,0,,,,
856,5600,800,0,,,,
857,5700,800,0,,,,
858,5800,800,0,,,,
859,5900,800,0,,,,
860,6000,800,0,,,,
861,6100,800,0,,,,
862,6200,800,0,,,,
863,6300,800,0,,,,
864,6400,800,0,,,,
865,6500,800,0,,,,
866,6600,800,0,,,,
867,6700,800,0,,,,
868,6800,800,0,,,,
869,6900,800,0,,,,
870,7000,800,0,,,,
871,7100,800,0,,,,
872,7200,800,0,,,,
873,7300,800,0,,,,
874,7400,800,0,,,,
875,7500,800,0,,,,
876,7600,800,0,,,,
877,7700,800,0,,,,
878,7800,800,0,,,,
879,7900,800,0,,,,
880,8000,800,0,,,,
881,8100,800,0,,,,
882,8200,800,0,,,,
883,8300,800,0,,,,
884,8400,800,0,,,,
885,8500,800,0,,,,
886,8600,800,0,,,,
887,8700,800,0,,,,
888,8800,800,0,,,,
889,8900,800,0,,,,
890,9000,800,0,,,,
891,9100,800,0,,,,
892,9200,800,0,,,,
893,9300,800,0,,,,
894,9400,800,0,,,,
895,9500,800,0,,,,
896,9600,800,0,,,,
897,9700,800,0,,,,
898,9800,800,0,,,,
899,9900,800,0,,,,
900,0,900,0,,,,
901,100,900,0,,,,
902,200,900,0,,,,
903,300,900,0,,,,
904,400,900,0,,,,
905,500,900,0,,,,
906,600,900,0,,,,
907,700,900,0,,,,
908,800,900,0,,,,
909,900,900,0,,,,
910,1000,900,0,,,,
911,1100,900,0,,,,
912,1200,900,0,,,,
913,1300,900,0,,,,
914,1400,900,0,,,,
915,1500,900,0,,,,
916,1600,900,0,,,,
917,1700,900,0,,,,
918,1800,900,0,,,,
919,1900,900,0,,,,
920,2000,900,0,,,,
921,2100,900,0,,,,
922,2200,900,0,,,,
923,2300,900,0,,,,
924,2400,900,0,,,,
925,2500,900,0,,,,
926,2600,900,0,,,,
927,2700,900,0,,,,
928,2800,900,0,,,,
929,2900,900,0,,,,
930,3000,900,0,,,,
931,3100,900,0,,,,
932,3200,900,0,,,,
933,3300,900,0,,,,
934,3400,900,0,,,,
935,3500,900,0,,,,
936,3600,900,0,,,,
937,3700,900,0,,,,
938,3800,900,0,,,,
939,3900,900,0,,,,
940,4000,900,0,,,,
941,4100,900,0,,,,
942,4200,900,0,,,,
943,4300,900,0,,,,
944,4400,900,0,,,,
945,4500,900,0,,,,
946,4600,900,0,,,,
947,4700,900,0,,,,
948,4800,900,0,,,,
949,4900,900,0,,,,
950,5000,900,0,,,,
951,5100,900,0,,,,
952,5200,900,0,,,,
953,5300,900,0,,,,
954,5400,900,0,,,,
955,5500,900,0,,,,
956,5600,900,0,,,,
957,5700,900,0,,,,
958,5800,900,0,,,,
959,5900,900,0,,,,
960,6000,900,0,,,,
961,6100,900,0,,,,
962,6200,900,0,,,,
963,6300,900,0,,,,
964,6400,900,0,,,,
965,6500,900,0,,,,
966,6600,900,0,,,,
967,6700,900,0,,,,
968,6800,900,0,,,,
969,6900,900,0,,,,
970,7000,900,0,,,,
971,7100,900,0,,,,
972,7200,900,0,,,,
973,7300,900,0,,,,
974,7400,900,0,,,,
975,7500,900,0,,,,
976,7600,900,0,,,,
977,7700,900,0,,,,
978,7800,900,0,,,,
979,7900,900,0,,,,
980,8000,900,0,,,,
981,8100,900,0,,,,
982,8200,900,0,,,,
983,8300,900,0,,,,
984,8400,900,0,,,,
985,8500,900,0,,,,
986,8600,900,0,,,,
987,8700,900,0,,,,
988,8800,900,0,,,,
989,8900,900,0,,,,
990,9000,900,0,,,,
991,9100,900,0,,,,
992,9200,900,0,,,,
993,9300,900,0,,,,
994,9400,900,0,,,,
995,9500,900,0,,,,
996,9600,900,0,,,,
997,9700,900,0,,,,
998,9800,900,0,,,,
999,9900,900,0,,0,,
