ID,x,y,z,Sender,Receiver,Interference Sender,Interference Receiver
86,8600,0,0,,,,
87,8700,0,0,,,,
88,8800,0,0,,,,
89,8900,0,0,,,,
90,9000,0,0,,,,
91,9100,0,0,,,,
92,9200,0,0,,,,
93,9300,0,0,,,,
94,9400,0,0,,,,
95,9500,0,0,,,,
96,9600,0,0,,,,
97,9700,0,0,,,,
98,9800,0,0,,,,
99,9900,0,0,,,,
100,10000,0,0,,,,
101,10100,0,0,,,,
102,10200,0,0,,,,
103,10300,0,0,,,,
104,10400,0,0,,,,
105,10500,0,0,,,,
106,10600,0,0,,,,
107,10700,0,0,,,,
108,10800,0,0,,,,
109,10900,0,0,,,,
110,11000,0,0,,,,
111,11100,0,0,,,,
112,11200,0,0,,,,
113,11300,0,0,,,,
114,11400,0,0,,,,
115,11500,0,0,,,,
116,11600,0,0,,,,
117,11700,0,0,,,,
118,11800,0,0,,,,
119,11900,0,0,,,,
120,12000,0,0,,,,
121,12100,0,0,,,,
122,12200,0,0,,,,
123,12300,0,0,,,,
124,12400,0,0,,,,
125,12500,0,0,,,,
126,12600,0,0,,,,
127,12700,0,0,,,,
128,12800,0,0,,,,
129,12900,0,0,,,,
130,13000,0,0,,,,
131,13100,0,0,,,,
132,13200,0,0,,,,
133,13300,0,0,,,,
134,13400,0,0,,,,
135,13500,0,0,,,,
136,13600,0,0,,,,
137,13700,0,0,,,,
138,13800,0,0,,,,
139,13900,0,0,,,,
140,14000,0,0,,,,
141,14100,0,0,,,,
142,14200,0,0,,,,
143,14300,0,0,,,,
144,14400,0,0,,,,
145,14500,0,0,,,,
146,14600,0,0,,,,
147,14700,0,0,,,,
148,14800,0,0,,,,
149,14900,0,0,,,,
150,15000,0,0,,,,
151,15100,0,0,,,,
152,15200,0,0,,,,
153,15300,0,0,,,,
154,15400,0,0,,,,
155,15500,0,0,,,,
156,15600,0,0,,,,
157,15700,0,0,,,,
158,15800,0,0,,,,
159,15900,0,0,,,,
160,16000,0,0,,,,
161,16100,0,0,,,,
162,16200,0,0,,,,
163,16300,0,0,,,,
164,16400,0,0,,,,
165,16500,0,0,,,,
166,16600,0,0,,,,
167,16700,0,0,,,,
168,16800,0,0,,,,
169,16900,0,0,,,,
170,17000,0,0,,,,
171,17100,0,0,,,,
172,17200,0,0,,,,
173,17300,0,0,,,,
174,17400,0,0,,,,
175,17500,0,0,,,,
176,17600,0,0,,,,
177,17700,0,0,,,,
178,17800,0,0,,,,
179,17900,0,0,,,,
180,18000,0,0,,,,
181,18100,0,0,,,,
182,18200,0,0,,,,
183,18300,0,0,,,,
184,18400,0,0,,,,
185,18500,0,0,,,,
186,18600,0,0,,,,
187,18700,0,0,,,,
188,18800,0,0,,,,
189,18900,0,0,,,,
190,19000,0,0,,,,
191,19100,0,0,,,,
192,19200,0,0,,,,
193,19300,0,0,,,,
194,19400,0,0,,,,
195,19500,0,0,,,,
196,19600,0,0,,,,
197,19700,0,0,,,,
198,19800,0,0,,,,
199,19900,0,0,,,,
200,20000,0,0,,,,
201,20100,0,0,,,,
202,20200,0,0,,,,
203,20300,0,0,,,,
204,20400,0,0,,,,
205,20500,0,0,,,,
206,20600,0,0,,,,
207,20700,0,0,,,,
208,20800,0,0,,,,
209,20900,0,0,,,,
210,21000,0,0,,,,
211,21100,0,0,,,,
212,21200,0,0,,,,
213,21300,0,0,,,,
214,21400,0,0,,,,
215,21500,0,0,,,,
216,21600,0,0,,,,
217,21700,0,0,,,,
218,21800,0,0,,,,
219,21900,0,0,,,,
220,22000,0,0,,,,
221,22100,0,0,,,,
222,22200,0,0,,,,
223,22300,0,0,,,,
224,22400,0,0,,,,
225,22500,0,0,,,,
226,22600,0,0,,,,
227,22700,0,0,,,,
228,22800,0,0,,,,
229,22900,0,0,,,,
230,23000,0,0,,,,
231,23100,0,0,,,,
232,23200,0,0,,,,
233,23300,0,0,,,,
234,23400,0,0,,,,
235,23500,0,0,,,,
236,23600,0,0,,,,
237,23700,0,0,,,,
238,23800,0,0,,,,
239,23900,0,0,,,,
240,24000,0,0,,,,
241,24100,0,0,,,,
242,24200,0,0,,,,
243,24300,0,0,,,,
244,24400,0,0,,,,
245,24500,0,0,,,,
246,24600,0,0,,,,
247,24700,0,0,,,,
248,24800,0,0,,,,
249,24900,0,0,,,,
250,25000,0,0,,,,
251,25100,0,0,,,,
252,25200,0,0,,,,
253,25300,0,0,,,,
254,25400,0,0,,,,
255,25500,0,0,,,,
256,25600,0,0,,,,
257,25700,0,0,,,,
258,25800,0,0,,,,
259,25900,0,0,,,,
260,26000,0,0,,,,
261,26100,0,0,,,,
262,26200,0,0,,,,
263,26300,0,0,,,,
264,26400,0,0,,,,
265,26500,0,0,,,,
266,26600,0,0,,,,
267,26700,0,0,,,,
268,26800,0,0,,,,
269,26900,0,0,,,,
270,27000,0,0,,,,
271,27100,0,0,,,,
272,27200,0,0,,,,
273,27300,0,0,,,,
274,27400,0,0,,,,
275,27500,0,0,,,,
276,27600,0,0,,,,
277,27700,0,0,,,,
278,27800,0,0,,,,
279,27900,0,0,,,,
280,28000,0,0,,,,
281,28100,0,0,,,,
282,28200,0,0,,,,
283,28300,0,0,,,,
284,28400,0,0,,,,
285,28500,0,0,,,,
286,28600,0,0,,,,
287,28700,0,0,,,,
288,28800,0,0,,,,
289,28900,0,0,,,,
290,29000,0,0,,,,
291,29100,0,0,,,,
292,29200,0,0,,,,
293,29300,0,0,,,,
294,29400,0,0,,,,
295,29500,0,0,,,,
296,29600,0,0,,,,
297,29700,0,0,,,,
298,29800,0,0,,,,
299,29900,0,0,,,,
300,30000,0,0,,,,
301,30100,0,0,,,,
302,30200,0,0,,,,
303,30300,0,0,,,,
304,30400,0,0,,,,
305,30500,0,0,,,,
306,30600,0,0,,,,
307,30700,0,0,,,,
308,30800,0,0,,,,
309,30900,0,0,,,,
310,31000,0,0,,,,
311,31100,0,0,,,,
312,31200,0,0,,,,
313,31300,0,0,,,,
314,31400,0,0,,,,
315,31500,0,0,,,,
316,31600,0,0,,,,
317,31700,0,0,,,,
318,31800,0,0,,,,
319,31900,0,0,,,,
320,32000,0,0,,,,
321,32100,0,0,,,,
322,32200,0,0,,,,
323,32300,0,0,,,,
324,32400,0,0,,,,
325,32500,0,0,,,,
326,32600,0,0,,,,
327,32700,0,0,,,,
328,32800,0,0,,,,
329,32900,0,0,,,,
330,33000,0,0,,,,
331,33100,0,0,,,,
332,33200,0,0,,,,
333,33300,0,0,,,,
334,33400,0,0,,,,
335,33500,0,0,,,,
336,33600,0,0,,,,
337,33700,0,0,,,,
338,33800,0,0,,,,
339,33900,0,0,,,,
340,34000,0,0,,,,
341,34100,0,0,,,,
342,34200,0,0,,,,
343,34300,0,0,,,,
344,34400,0,0,,,,
345,34500,0,0,,,,
346,34600,0,0,,,,
347,34700,0,0,,,,
348,34800,0,0,,,,
349,34900,0,0,,,,
350,35000,0,0,,,,
351,35100,0,0,,,,
352,35200,0,0,,,,
353,35300,0,0,,,,
354,35400,0,0,,,,
355,35500,0,0,,,,
356,35600,0,0,,,,
357,35700,0,0,,,,
358,35800,0,0,,,,
359,35900,0,0,,,,
360,36000,0,0,,,,
361,36100,0,0,,,,
362,36200,0,0,,,,
363,36300,0,0,,,,
364,36400,0,0,,,,
365,36500,0,0,,,,
366,36600,0,0,,,,
367,36700,0,0,,,,
368,36800,0,0,,,,
369,36900,0,0,,,,
370,37000,0,0,,,,
371,37100,0,0,,,,
372,37200,0,0,,,,
373,37300,0,0,,,,
374,37400,0,0,,,,
375,37500,0,0,,,,
376,37600,0,0,,,,
377,37700,0,0,,,,
378,37800,0,0,,,,
379,37900,0,0,,,,
380,38000,0,0,,,,
381,38100,0,0,,,,
382,38200,0,0,,,,
383,38300,0,0,,,,
384,38400,0,0,,,,
385,38500,0,0,,,,
386,38600,0,0,,,,
387,38700,0,0,,,,
388,38800,0,0,,,,
389,38900,0,0,,,,
390,39000,0,0,,,,
391,39100,0,0,,,,
392,39200,0,0,,,,
393,39300,0,0,,,,
394,39400,0,0,,,,
395,39500,0,0,,,,
396,39600,0,0,,,,
397,39700,0,0,,,,
398,39800,0,0,,,,
399,39900,0,0,,,,
400,40000,0,0,,,,
401,40100,0,0,,,,
402,40200,0,0,,,,
403,40300,0,0,,,,
404,40400,0,0,,,,
405,40500,0,0,,,,
406,40600,0,0,,,,
407,40700,0,0,,,,
408,40800,0,0,,,,
409,40900,0,0,,,,
410,41000,0,0,,,,
411,41100,0,0,,,,
412,41200,0,0,,,,
413,41300,0,0,,,,
414,41400,0,0,,,,
415,41500,0,0,,,,
416,41600,0,0,,,,
417,41700,0,0,,,,
418,41800,0,0,,,,
419,41900,0,0,,,,
420,42000,0,0,,,,
421,42100,0,0,,,,
422,42200,0,0,,,,
423,42300,0,0,,,,
424,42400,0,0,,,,
425,42500,0,0,,,,
426,42600,0,0,,,,
427,42700,0,0,,,,
428,42800,0,0,,,,
429,42900,0,0,,,,
430,43000,0,0,,,,
431,43100,0,0,,,,
432,43200,0,0,,,,
433,43300,0,0,,,,
434,43400,0,0,,,,
435,43500,0,0,,,,
436,43600,0,0,,,,
437,43700,0,0,,,,
438,43800,0,0,,,,
439,43900,0,0,,,,
440,44000,0,0,,,,
441,44100,0,0,,,,
442,44200,0,0,,,,
443,44300,0,0,,,,
444,44400,0,0,,,,
445,44500,0,0,,,,
446,44600,0,0,,,,
447,44700,0,0,,,,
448,44800,0,0,,,,
449,44900,0,0,,,,
450,45000,0,0,,,,
451,45100,0,0,,,,
452,45200,0,0,,,,
453,45300,0,0,,,,
454,45400,0,0,,,,
455,45500,0,0,,,,
456,45600,0,0,,,,
457,45700,0,0,,,,
458,45800,0,0,,,,
459,45900,0,0,,,,
460,46000,0,0,,,,
461,46100,0,0,,,,
462,46200,0,0,,,,
463,46300,0,0,,,,
464,46400,0,0,,,,
465,46500,0,0,,,,
466,46600,0,0,,,,
467,46700,0,0,,,,
468,46800,0,0,,,,
469,46900,0,0,,,,
470,47000,0,0,,,,
471,47100,0,0,,,,
472,47200,0,0,,,,
473,47300,0,0,,,,
474,47400,0,0,,,,
475,47500,0,0,,,,
476,47600,0,0,,,,
477,47700,0,0,,,,
478,47800,0,0,,,,
479,47900,0,0,,,,
480,48000,0,0,,,,
481,48100,0,0,,,,
482,48200,0,0,,,,
483,48300,0,0,,,,
484,48400,0,0,,,,
485,48500,0,0,,,,
486,48600,0,0,,,,
487,48700,0,0,,,,
488,48800,0,0,,,,
489,48900,0,0,,,,
490,49000,0,0,,,,
491,49100,0,0,,,,
492,49200,0,0,,,,
493,49300,0,0,,,,
494,49400,0,0,,,,
495,49500,0,0,,,,
496,49600,0,0,,,,
497,49700,0,0,,,,
498,49800,0,0,,,,
499,49900,0,0,,,,
500,50000,0,0,,,,
501,50100,0,0,,,,
502,50200,0,0,,,,
503,50300,0,0,,,,
504,50400,0,0,,,,
505,50500,0,0,,,,
506,50600,0,0,,,,
507,50700,0,0,,,,
508,50800,0,0,,,,
509,50900,0,0,,,,
510,51000,0,0,,,,
511,51100,0,0,,,,
512,51200,0,0,,,,
513,51300,0,0,,,,
514,51400,0,0,,,,
515,51500,0,0,,,,
516,51600,0,0,,,,
517,51700,0,0,,,,
518,51800,0,0,,,,
519,51900,0,0,,,,
520,52000,0,0,,,,
521,52100,0,0,,,,
522,52200,0,0,,,,
523,52300,0,0,,,,
524,52400,0,0,,,,
525,52500,0,0,,,,
526,52600,0,0,,,,
527,52700,0,0,,,,
528,52800,0,0,,,,
529,52900,0,0,,,,
530,53000,0,0,,,,
531,53100,0,0,,,,
532,53200,0,0,,,,
533,53300,0,0,,,,
534,53400,0,0,,,,
535,53500,0,0,,,,
536,53600,0,0,,,,
537,53700,0,0,,,,
538,53800,0,0,,,,
539,53900,0,0,,,,
540,54000,0,0,,,,
541,54100,0,0,,,,
542,54200,0,0,,,,
543,54300,0,0,,,,
544,54400,0,0,,,,
545,54500,0,0,,,,
546,54600,0,0,,,,
547,54700,0,0,,,,
548,54800,0,0,,,,
549,54900,0,0,,,,
550,55000,0,0,,,,
551,55100,0,0,,,,
552,55200,0,0,,,,
553,55300,0,0,,,,
554,55400,0,0,,,,
555,55500,0,0,,,,
556,55600,0,0,,,,
557,55700,0,0,,,,
558,55800,0,0,,,,
559,55900,0,0,,,,
560,56000,0,0,,,,
561,56100,0,0,,,,
562,56200,0,0,,,,
563,56300,0,0,,,,
564,56400,0,0,,,,
565,56500,0,0,,,,
566,56600,0,0,,,,
567,56700,0,0,,,,
568,56800,0,0,,,,
569,56900,0,0,,,,
570,57000,0,0,,,,
571,57100,0,0,,,,
572,57200,0,0,,,,
573,57300,0,0,,,,
574,57400,0,0,,,,
575,57500,0,0,,,,
576,57600,0,0,,,,
577,57700,0,0,,,,
578,57800,0,0,,,,
579,57900,0,0,,,,
580,58000,0,0,,,,
581,58100,0,0,,,,
582,58200,0,0,,,,
583,58300,0,0,,,,
584,58400,0,0,,,,
585,58500,0,0,,,,
586,58600,0,0,,,,
587,58700,0,0,,,,
588,58800,0,0,,,,
589,58900,0,0,,,,
590,59000,0,0,,,,
591,59100,0,0,,,,
592,59200,0,0,,,,
593,59300,0,0,,,,
594,59400,0,0,,,,
595,59500,0,0,,,,
596,59600,0,0,,,,
597,59700,0,0,,,,
598,59800,0,0,,,,
599,59900,0,0,,,,
600,60000,0,0,,,,
601,60100,0,0,,,,
602,60200,0,0,,,,
603,60300,0,0,,,,
604,60400,0,0,,,,
605,60500,0,0,,,,
606,60600,0,0,,,,
607,60700,0,0,,,,
608,60800,0,0,,,,
609,60900,0,0,,,,
610,61000,0,0,,,,
611,61100,0,0,,,,
612,61200,0,0,,,,
613,61300,0,0,,,,
614,61400,0,0,,,,
615,61500,0,0,,,,
616,61600,0,0,,,,
617,61700,0,0,,,,
618,61800,0,0,,,,
619,61900,0,0,,,,
620,62000,0,0,,,,
621,62100,0,0,,,,
622,62200,0,0,,,,
623,62300,0,0,,,,
624,62400,0,0,,,,
625,62500,0,0,,,,
626,62600,0,0,,,,
627,62700,0,0,,,,
628,62800,0,0,,,,
629,62900,0,0,,,,
630,63000,0,0,,,,
631,63100,0,0,,,,
632,63200,0,0,,,,
633,63300,0,0,,,,
634,63400,0,0,,,,
635,63500,0,0,,,,
636,63600,0,0,,,,
637,63700,0,0,,,,
638,63800,0,0,,,,
639,63900,0,0,,,,
640,64000,0,0,,,,
641,64100,0,0,,,,
642,64200,0,0,,,,
643,64300,0,0,,,,
644,64400,0,0,,,,
645,64500,0,0,,,,
646,64600,0,0,,,,
647,64700,0,0,,,,
648,64800,0,0,,,,
649,64900,0,0,,,,
650,65000,0,0,,,,
651,65100,0,0,,,,
652,65200,0,0,,,,
653,65300,0,0,,,,
654,65400,0,0,,,,
655,65500,0,0,,,,
656,65600,0,0,,,,
657,65700,0,0,,,,
658,65800,0,0,,,,
659,65900,0,0,,,,
660,66000,0,0,,,,
661,66100,0,0,,,,
662,66200,0,0,,,,
663,66300,0,0,,,,
664,66400,0,0,,,,
665,66500,0,0,,,,
666,66600,0,0,,,,
667,66700,0,0,,,,
668,66800,0,0,,,,
669,66900,0,0,,,,
670,67000,0,0,,,,
671,67100,0,0,,,,
672,67200,0,0,,,,
673,67300,0,0,,,,
674,67400,0,0,,,,
675,67500,0,0,,,,
676,67600,0,0,,,,
677,67700,0,0,,,,
678,67800,0,0,,,,
679,67900,0,0,,,,
680,68000,0,0,,,,
681,68100,0,0,,,,
682,68200,0,0,,,,
683,68300,0,0,,,,
684,68400,0,0,,,,
685,68500,0,0,,,,
686,68600,0,0,,,,
687,68700,0,0,,,,
688,68800,0,0,,,,
689,68900,0,0,,,,
690,69000,0,0,,,,
691,69100,0,0,,,,
692,69200,0,0,,,,
693,69300,0,0,,,,
694,69400,0,0,,,,
695,69500,0,0,,,,
696,69600,0,0,,,,
697,69700,0,0,,,,
698,69800,0,0,,,,
699,69900,0,0,,,,
700,70000,0,0,,,,
701,70100,0,0,,,,
702,70200,0,0,,,,
703,70300,0,0,,,,
704,70400,0,0,,,,
705,70500,0,0,,,,
706,70600,0,0,,,,
707,70700,0,0,,,,
708,70800,0,0,,,,
709,70900,0,0,,,,
710,71000,0,0,,,,
711,71100,0,0,,,,
712,71200,0,0,,,,
713,71300,0,0,,,,
714,71400,0,0,,,,
715,71500,0,0,,,,
716,71600,0,0,,,,
717,71700,0,0,,,,
718,71800,0,0,,,,
719,71900,0,0,,,,
720,72000,0,0,,,,
721,72100,0,0,,,,
722,72200,0,0,,,,
723,72300,0,0,,,,
724,72400,0,0,,,,
725,72500,0,0,,,,
726,72600,0,0,,,,
727,72700,0,0,,,,
728,72800,0,0,,,,
729,72900,0,0,,,,
730,73000,0,0,,,,
731,73100,0,0,,,,
732,73200,0,0,,,,
733,73300,0,0,,,,
734,73400,0,0,,,,
735,73500,0,0,,,,
736,73600,0,0,,,,
737,73700,0,0,,,,
738,73800,0,0,,,,
739,73900,0,0,,,,
740,74000,0,0,,,,
741,74100,0,0,,,,
742,74200,0,0,,,,
743,74300,0,0,,,,
744,74400,0,0,,,,
745,74500,0,0,,,,
746,74600,0,0,,,,
747,74700,0,0,,,,
748,74800,0,0,,,,
749,74900,0,0,,,,
750,75000,0,0,,,,
751,75100,0,0,,,,
752,75200,0,0,,,,
753,75300,0,0,,,,
754,75400,0,0,,,,
755,75500,0,0,,,,
756,75600,0,0,,,,
757,75700,0,0,,,,
758,75800,0,0,,,,
759,75900,0,0,,,,
760,76000,0,0,,,,
761,76100,0,0,,,,
762,76200,0,0,,,,
763,76300,0,0,,,,
764,76400,0,0,,,,
765,76500,0,0,,,,
766,76600,0,0,,,,
767,76700,0,0,,,,
768,76800,0,0,,,,
769,76900,0,0,,,,
770,77000,0,0,,,,
771,77100,0,0,,,,
772,77200,0,0,,,,
773,77300,0,0,,,,
774,77400,0,0,,,,
775,77500,0,0,,,,
776,77600,0,0,,,,
777,77700,0,0,,,,
778,77800,0,0,,,,
779,77900,0,0,,,,
780,78000,0,0,,,,
781,78100,0,0,,,,
782,78200,0,0,,,,
783,78300,0,0,,,,
784,78400,0,0,,,,
785,78500,0,0,,,,
786,78600,0,0,,,,
787,78700,0,0,,,,
788,78800,0,0,,,,
789,78900,0,0,,,,
790,79000,0,0,,,,
791,79100,0,0,,,,
792,79200,0,0,,,,
793,79300,0,0,,,,
794,79400,0,0,,,,
795,79500,0,0,,,,
796,79600,0,0,,,,
797,79700,0,0,,,,
798,79800,0,0,,,,
799,79900,0,0,,,,
800,80000,0,0,,,,
801,80100,0,0,,,,
802,80200,0,0,,,,
803,80300,0,0,,,,
804,80400,0,0,,,,
805,80500,0,0,,,,
806,80600,0,0,,,,
807,80700,0,0,,,,
808,80800,0,0,,,,
809,80900,0,0,,,,
810,81000,0,0,,,,
811,81100,0,0,,,,
812,81200,0,0,,,,
813,81300,0,0,,,,
814,81400,0,0,,,,
815,81500,0,0,,,,
816,81600,0,0,,,,
817,81700,0,0,,,,
818,81800,0,0,,,,
819,81900,0,0,,,,
820,82000,0,0,,,,
821,82100,0,0,,,,
822,82200,0,0,,,,
823,82300,0,0,,,,
824,82400,0,0,,,,
825,82500,0,0,,,,
826,82600,0,0,,,,
827,82700,0,0,,,,
828,82800,0,0,,,,
829,82900,0,0,,,,
830,83000,0,0,,,,
831,83100,0,0,,,,
832,83200,0,0,,,,
833,83300,0,0,,,,
834,83400,0,0,,,,
835,83500,0,0,,,,
836,83600,0,0,,,,
837,83700,0,0,,,,
838,83800,0,0,,,,
839,83900,0,0,,,,
840,84000,0,0,,,,
841,84100,0,0,,,,
842,84200,0,0,,,,
843,84300,0,0,,,,
844,84400,0,0,,,,
845,84500,0,0,,,,
846,84600,0,0,,,,
847,84700,0,0,,,,
848,84800,0,0,,,,
849,84900,0,0,,,,
850,85000,0,0,,,,
851,85100,0,0,,,,
852,85200,0,0,,,,
853,85300,0,0,,,,
854,85400,0,0,,,,
855,85500,0,0,,,,
856,85600,0,0,,,,
857,85700,0,0,,,,
858,85800,0,0,,,,
859,85900,0,0,,,,
860,86000,0,0,,,,
861,86100,0,0,,,,
862,86200,0,0,,,,
863,86300,0,0,,,,
864,86400,0,0,,,,
865,86500,0,0,,,,
866,86600,0,0,,,,
867,86700,0,0,,,,
868,86800,0,0,,,,
869,86900,0,0,,,,
870,87000,0,0,,,,
871,87100,0,0,,,,
872,87200,0,0,,,,
873,87300,0,0,,,,
874,87400,0,0,,,,
875,87500,0,0,,,,
876,87600,0,0,,,,
877,87700,0,0,,,,
878,87800,0,0,,,,
879,87900,0,0,,,,
880,88000,0,0,,,,
881,88100,0,0,,,,
882,88200,0,0,,,,
883,88300,0,0,,,,
884,88400,0,0,,,,
885,88500,0,0,,,,
886,88600,0,0,,,,
887,88700,0,0,,,,
888,88800,0,0,,,,
889,88900,0,0,,,,
890,89000,0,0,,,,
891,89100,0,0,,,,
892,89200,0,0,,,,
893,89300,0,0,,,,
894,89400,0,0,,,,
895,89500,0,0,,,,
896,89600,0,0,,,,
897,89700,0,0,,,,
898,89800,0,0,,,,
899,89900,0,0,,,,
900,90000,0,0,,,,
901,90100,0,0,,,,
902,90200,0,0,,,,
903,90300,0,0,,,,
904,90400,0,0,,,,
905,90500,0,0,,,,
906,90600,0,0,,,,
907,90700,0,0,,,,
908,90800,0,0,,,,
909,90900,0,0,,,,
910,91000,0,0,,,,
911,91100,0,0,,,,
912,91200,0,0,,,,
913,91300,0,0,,,,
914,91400,0,0,,,,
915,91500,0,0,,,,
916,91600,0,0,,,,
917,91700,0,0,,,,
918,91800,0,0,,,,
919,91900,0,0,,,,
920,92000,0,0,,,,
921,92100,0,0,,,,
922,92200,0,0,,,,
923,92300,0,0,,,,
924,92400,0,0,,,,
925,92500,0,0,,,,
926,92600,0,0,,,,
927,92700,0,0,,,,
928,92800,0,0,,,,
929,92900,0,0,,,,
930,93000,0,0,,,,
931,93100,0,0,,,,
932,93200,0,0,,,,
933,93300,0,0,,,,
934,93400,0,0,,,,
935,93500,0,0,,,,
936,93600,0,0,,,,
937,93700,0,0,,,,
938,93800,0,0,,,,
939,93900,0,0,,,,
940,94000,0,0,,,,
941,94100,0,0,,,,
942,94200,0,0,,,,
943,94300,0,0,,,,
944,94400,0,0,,,,
945,94500,0,0,,,,
946,94600,0,0,,,,
947,94700,0,0,,,,
948,94800,0,0,,,,
949,94900,0,0,,,,
950,95000,0,0,,,,
951,95100,0,0,,,,
952,95200,0,0,,,,
953,95300,0,0,,,,
954,95400,0,0,,,,
955,95500,0,0,,,,
956,95600,0,0,,,,
957,95700,0,0,,,,
958,95800,0,0,,,,
959,95900,0,0,,,,
960,96000,0,0,,,,
961,96100,0,0,,,,
962,96200,0,0,,,,
963,96300,0,0,,,,
964,96400,0,0,,,,
965,96500,0,0,,,,
966,96600,0,0,,,,
967,96700,0,0,,,,
968,96800,0,0,,,,
969,96900,0,0,,,,
970,97000,0,0,,,,
971,97100,0,0,,,,
972,97200,0,0,,,,
973,97300,0,0,,,,
974,97400,0,0,,,,
975,97500,0,0,,,,
976,97600,0,0,,,,
977,97700,0,0,,,,
978,97800,0,0,,,,
979,97900,0,0,,,,
980,98000,0,0,,,,
981,98100,0,0,,,,
982,98200,0,0,,,,
983,98300,0,0,,,,
984,98400,0,0,,,,
985,98500,0,0,,,,
986,98600,0,0,,,,
987,98700,0,0,,,,
988,98800,0,0,,,,
989,98900,0,0,,,,
990,99000,0,0,,,,
991,99100,0,0,,,,
992,99200,0,0,,,,
993,99300,0,0,,,,
994,99400,0,0,,,,
995,99500,0,0,,,,
996,99600,0,0,,,,
997,99700,0,0,,,,
998,99800,0,0,,,,
999,99900,0,0,,0,,
